0.0000,0.0000,0.2000,0.4000,0.6000,0.8000,1.0000,0.8000,0.6000,0.4000,0.2000,0.0000
0.0010,0.0000,0.2000,0.4000,0.6000,0.8000,0.9600,0.8000,0.6000,0.4000,0.2000,0.0000
0.0020,0.0000,0.2000,0.4000,0.6000,0.7960,0.9280,0.7960,0.6000,0.4000,0.2000,0.0000
0.0030,0.0000,0.2000,0.4000,0.5996,0.7896,0.9016,0.7896,0.5996,0.4000,0.2000,0.0000
0.0040,0.0000,0.2000,0.4000,0.5986,0.7818,0.8792,0.7818,0.5986,0.4000,0.2000,0.0000
0.0050,0.0000,0.2000,0.3998,0.5971,0.7732,0.8597,0.7732,0.5971,0.3998,0.2000,0.0000
0.0060,0.0000,0.2000,0.3996,0.5950,0.7643,0.8424,0.7643,0.5950,0.3996,0.2000,0.0000
0.0070,0.0000,0.1999,0.3992,0.5924,0.7551,0.8268,0.7551,0.5924,0.3992,0.1999,0.0000
0.0080,0.0000,0.1999,0.3986,0.5893,0.7460,0.8125,0.7460,0.5893,0.3986,0.1999,0.0000
0.0090,0.0000,0.1998,0.3978,0.5859,0.7370,0.7992,0.7370,0.5859,0.3978,0.1998,0.0000
0.0100,0.0000,0.1996,0.3968,0.5822,0.7281,0.7867,0.7281,0.5822,0.3968,0.1996,0.0000
0.0110,0.0000,0.1993,0.3956,0.5783,0.7194,0.7750,0.7194,0.5783,0.3956,0.1993,0.0000
0.0120,0.0000,0.1990,0.3942,0.5741,0.7108,0.7639,0.7108,0.5741,0.3942,0.1990,0.0000
0.0130,0.0000,0.1986,0.3927,0.5698,0.7025,0.7533,0.7025,0.5698,0.3927,0.1986,0.0000
0.0140,0.0000,0.1982,0.3910,0.5653,0.6943,0.7431,0.6943,0.5653,0.3910,0.1982,0.0000
0.0150,0.0000,0.1977,0.3892,0.5608,0.6863,0.7333,0.6863,0.5608,0.3892,0.1977,0.0000
0.0160,0.0000,0.1970,0.3872,0.5562,0.6784,0.7239,0.6784,0.5562,0.3872,0.1970,0.0000
0.0170,0.0000,0.1963,0.3851,0.5515,0.6708,0.7148,0.6708,0.5515,0.3851,0.1963,0.0000
0.0180,0.0000,0.1956,0.3828,0.5468,0.6632,0.7060,0.6632,0.5468,0.3828,0.1956,0.0000
0.0190,0.0000,0.1948,0.3805,0.5420,0.6559,0.6975,0.6559,0.5420,0.3805,0.1948,0.0000
0.0200,0.0000,0.1939,0.3781,0.5373,0.6487,0.6891,0.6487,0.5373,0.3781,0.1939,0.0000
0.0210,0.0000,0.1929,0.3756,0.5325,0.6416,0.6810,0.6416,0.5325,0.3756,0.1929,0.0000
0.0220,0.0000,0.1919,0.3730,0.5277,0.6346,0.6731,0.6346,0.5277,0.3730,0.1919,0.0000
0.0230,0.0000,0.1908,0.3704,0.5229,0.6278,0.6654,0.6278,0.5229,0.3704,0.1908,0.0000
0.0240,0.0000,0.1897,0.3677,0.5182,0.6211,0.6579,0.6211,0.5182,0.3677,0.1897,0.0000
0.0250,0.0000,0.1885,0.3649,0.5134,0.6144,0.6505,0.6144,0.5134,0.3649,0.1885,0.0000
0.0260,0.0000,0.1873,0.3621,0.5087,0.6080,0.6433,0.6080,0.5087,0.3621,0.1873,0.0000
0.0270,0.0000,0.1860,0.3593,0.5039,0.6016,0.6362,0.6016,0.5039,0.3593,0.1860,0.0000
0.0280,0.0000,0.1848,0.3564,0.4992,0.5953,0.6293,0.5953,0.4992,0.3564,0.1848,0.0000
0.0290,0.0000,0.1835,0.3535,0.4946,0.5891,0.6225,0.5891,0.4946,0.3535,0.1835,0.0000
0.0300,0.0000,0.1821,0.3506,0.4899,0.5830,0.6158,0.5830,0.4899,0.3506,0.1821,0.0000
0.0310,0.0000,0.1808,0.3477,0.4853,0.5769,0.6092,0.5769,0.4853,0.3477,0.1808,0.0000
0.0320,0.0000,0.1794,0.3448,0.4807,0.5710,0.6028,0.5710,0.4807,0.3448,0.1794,0.0000
0.0330,0.0000,0.1780,0.3418,0.4761,0.5651,0.5964,0.5651,0.4761,0.3418,0.1780,0.0000
0.0340,0.0000,0.1766,0.3389,0.4716,0.5594,0.5902,0.5594,0.4716,0.3389,0.1766,0.0000
0.0350,0.0000,0.1751,0.3359,0.4671,0.5537,0.5840,0.5537,0.4671,0.3359,0.1751,0.0000
0.0360,0.0000,0.1737,0.3330,0.4626,0.5481,0.5779,0.5481,0.4626,0.3330,0.1737,0.0000
0.0370,0.0000,0.1723,0.3300,0.4582,0.5425,0.5720,0.5425,0.4582,0.3300,0.1723,0.0000
0.0380,0.0000,0.1708,0.3270,0.4538,0.5370,0.5661,0.5370,0.4538,0.3270,0.1708,0.0000
0.0390,0.0000,0.1693,0.3241,0.4495,0.5316,0.5603,0.5316,0.4495,0.3241,0.1693,0.0000
0.0400,0.0000,0.1679,0.3212,0.4451,0.5263,0.5545,0.5263,0.4451,0.3212,0.1679,0.0000
0.0410,0.0000,0.1664,0.3182,0.4409,0.5210,0.5489,0.5210,0.4409,0.3182,0.1664,0.0000
0.0420,0.0000,0.1650,0.3153,0.4366,0.5157,0.5433,0.5157,0.4366,0.3153,0.1650,0.0000
0.0430,0.0000,0.1635,0.3124,0.4324,0.5106,0.5378,0.5106,0.4324,0.3124,0.1635,0.0000
0.0440,0.0000,0.1620,0.3095,0.4282,0.5055,0.5323,0.5055,0.4282,0.3095,0.1620,0.0000
0.0450,0.0000,0.1606,0.3066,0.4241,0.5004,0.5270,0.5004,0.4241,0.3066,0.1606,0.0000
0.0460,0.0000,0.1591,0.3038,0.4200,0.4955,0.5217,0.4955,0.4200,0.3038,0.1591,0.0000
0.0470,0.0000,0.1577,0.3009,0.4159,0.4905,0.5164,0.4905,0.4159,0.3009,0.1577,0.0000
0.0480,0.0000,0.1562,0.2981,0.4119,0.4857,0.5112,0.4857,0.4119,0.2981,0.1562,0.0000
0.0490,0.0000,0.1548,0.2953,0.4079,0.4808,0.5061,0.4808,0.4079,0.2953,0.1548,0.0000
0.0500,0.0000,0.1534,0.2925,0.4039,0.4761,0.5011,0.4761,0.4039,0.2925,0.1534,0.0000
0.0510,0.0000,0.1519,0.2897,0.4000,0.4714,0.4961,0.4714,0.4000,0.2897,0.1519,0.0000
0.0510,0.0000,0.1519,0.2897,0.4000,0.4714,0.4961,0.4714,0.4000,0.2897,0.1519,0.0000
